trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",35,0,-96.76766349461924,"{0: 24, 1: 5, 2: 4, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,3,-55.50219567883449,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,0,-64.61689763469084,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,0,-54.53120450541986,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,4,-39.07825502886402,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",30,0,-31.662748159982677,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",25,0,-100.93513788273741,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,0,-76.57445908782599,"{0: 14, 1: 7, 2: 2, 3: 2, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",25,11,-82.43278517639371,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,0,-119.93077336102758,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",30,0,-150.6990600743361,"{0: 18, 1: 2, 2: 5, 3: 4, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036326}",25,0,-36.544601269523305,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",25,0,-82.48696883850515,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",25,0,-44.955634080029775,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,12,-51.02492475524464,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",25,3,-85.74394777262941,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",25,0,-19.450077087285422,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-79.43857678932564,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,0,-86.83782988511693,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-39.27055884486365,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",25,0,-84.68407641077515,"{0: 19, 1: 0, 2: 2, 3: 3, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",20,0,-43.615517131097896,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,15,9.097632520579673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,0,-34.74762413231964,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,13,-12.17268327881274,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,7,-133.13837668016683,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 2}",1
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",20,0,-38.53065997643345,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",25,0,-126.0995173999117,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",35,0,-99.76632750035475,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",25,0,-105.19558286977191,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",25,0,-120.30031356994755,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",30,0,-64.74965181322338,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",25,0,-45.08539449086764,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",20,0,-88.18469231287449,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.598956006466161}",25,0,-103.39913227112848,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-140.84503425750242,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,16,7.1621762286634745,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",35,0,-131.02238731873675,"{0: 22, 1: 6, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,0,-39.023390262033885,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",25,0,-11.264018391617505,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",25,11,-51.61761302260054,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",20,0,-69.46131434020569,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",20,0,-51.075477469743454,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,14,12.624979113094831,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",30,18,-10.893907992535489,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,0,-83.02730362922188,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,0,-41.60088888106894,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,0,20.70153628223743,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",25,0,-101.86258916565515,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",35,11,-127.85478730149165,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 2}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,-28.668816153475355,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,0,-9.846684076062903,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,-56.666675705722994,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",25,0,-91.05083411288177,"{0: 19, 1: 0, 2: 2, 3: 3, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",25,2,-23.605882768633215,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",25,13,-45.8969487834857,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,0,-42.420955500360904,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",20,0,-25.006689118090808,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,5,-15.88062928174671,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",30,2,-65.89030120347198,"{0: 22, 1: 1, 2: 1, 3: 4, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",25,7,-27.30442520079282,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",30,0,-29.58902275774594,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",25,0,-7.580833581865837,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",25,0,-106.41271585205435,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",25,14,18.856400286783774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",20,4,-34.92564611661949,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",25,0,30.437510358668206,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",25,0,-49.88335385537161,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",20,0,-79.98802618055065,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.421334222154768}",20,0,-10.43362152306225,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",20,0,-54.94749495099421,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",25,0,-80.90847035976329,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,0,-2.166470120493658,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,11,8.121998947165114,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",25,0,-30.45767211779363,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",25,0,-46.96783669178587,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",25,5,-25.971379703279354,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",25,0,-90.16550492794863,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",20,0,-90.79090760724746,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",20,0,-2.613158031879546,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,0,-161.221056452197,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,4,-12.854784190852964,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",30,15,-45.4256001762414,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",20,14,-12.418797921439925,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,12,-20.827730793280722,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",25,9,9.053498287264436,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.355160814705073}",30,12,-99.60284502237103,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",20,5,21.088513634169082,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.348093114492442}",20,0,-42.24999018361305,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,4,22.172709369064627,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",35,17,25.02707035475135,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,0,-21.233418524737182,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.334376856889913}",30,22,6.486218226123249,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",25,12,-5.761012364868941,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",35,16,-3.7422381038841084,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,4,10.970893007131746,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-25.354888455300706,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,0,26.066984366291738,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,0,6.779734304363088,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,0,-14.55979938731334,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,0,-27.056833055638126,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,0,-5.606782912557486,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",20,0,-16.565398451323716,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,13,-2.1854381643280307,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",25,3,-7.756054135389016,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",30,0,-83.67747360908741,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,6,23.00773039232739,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",25,14,-8.577086281243169,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",20,13,11.483778070755637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",30,15,11.680508796485631,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",25,13,-47.108680026568486,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,0,-53.06565024643865,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",25,13,-47.219392677808074,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,0,-8.292213450351444,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,17.869832189305995,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,15,9.462233512488964,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",20,6,3.2363050810446157,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,10,7.504584539514136,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,0,-10.821674656482593,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",20,5,4.060523479741627,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",25,11,2.331400954537418,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,0,15.960117734209676,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",25,16,16.065009560972854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",25,7,28.064299018276255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",30,3,15.86702835127652,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",25,8,1.2595621971285427,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,0,-25.389842944787162,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",30,18,19.111524208475757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,8,8.870098621202885,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,0,10.795581032617777,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,0,16.82627550277914,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",30,13,17.995908479274792,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,9,-5.3233391993599435,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",30,9,18.821218260090294,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",25,3,-3.3009156758171345,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",25,0,21.213890281496504,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
